流水,華語,台語,台羅,備存對照
19287,愁苦煩悶,心悶,sim-būn,1080
19288,愈,愈,jú/lú,9454
19289,意,意,ì,9455
19290,意外,料想袂到,liāu-sióng-bē-kàu/liāu-sióng-buē-kàu,6075
19291,意外,無意中,bô-ì-tiong,8677
19292,意外,意外,ì-guā,9465
19293,意向,用意,iōng-ì,1982
19294,意向,意向,ì-hiòng,9466
19295,意旨,宗旨,tsong-tsí,3849
19296,意志,意志,ì-tsì,9467
19297,意見,見解,kiàn-kái,3493
19298,意見,建議,kiàn-gī,4910
19299,意見,提議,thê-gī,8428
19300,意見,意見,ì-kiàn,9468
19301,意念,意念,ì-liām,53765
19302,意思,意思,ì-sù,9474
19303,意料,意料,ì-liāu,52820
19304,意氣,意氣,ì-khì,9479
19305,意氣用事,賭氣,tóo-khì,11473
19306,意涵,意涵,ì-hâm,53766
19307,意象,意象,ì-siōng,54487
19308,意想不到,料想袂到,liāu-sióng-bē-kàu/liāu-sióng-buē-kàu,6075
19309,意義,意義,ì-gī,9494
19310,意圖,意圖,ì-tôo,53767
19311,意境,意境,ì-kíng,53768
19312,意識,意識,ì-sik,50239
19313,意願,意願,ì-guān,9499
19314,意麵,意麵,ì-mī,9501
19315,愚弄,刁古董,tiau-kóo-tóng,91
19316,愚直,戇直,gōng-ti̍t,13455
19317,愚笨,悾歁,khong-khám,7291
19318,愚笨,頇顢,hân-bān,9311
19319,愚笨,戇呆,gōng-tai,13453
19320,愚膽,戇膽,gōng-tánn,13464
19321,愚蠢,孝呆,hàu-tai,3097
19322,愚蠢,戇呆,gōng-tai,13453
19323,愛,愛,ài,9456
19324,愛人,情人,tsîng-jîn/tsîng-lîn,7261
19325,愛人,愛人仔,ài-jîn-á/ài-lîn-á,9460
19326,愛人,愛人,ài-jîn/ài-lîn,52255
19327,愛心,愛心,ài-sim,52822
19328,愛文芒果,蘋果檨,phōng-kó-suāinn,13056
19329,愛玉,薁蕘,ò-giô,12372
19330,愛玉子,薁蕘,ò-giô,12372
19331,愛好,興,hìng,11894
19332,愛作怪,狡怪,káu-kuài,5203
19333,愛玩,風騷,hong-so,5707
19334,愛美,愛媠,ài-suí,9484
19335,愛面子,惜面皮,sioh bīn-phuê/sioh bīn-phê,7277
19336,愛哭,愛哭,ài-khàu,9477
19337,愛國,愛國,ài-kok,53219
19338,愛情,愛情,ài-tsîng,9481
19339,愛惜,寶惜,pó-sioh,12990
19340,愛惜,愛惜,ài-sioh,53220
19341,愛惜羽毛,惜皮,sioh-phuê/sioh-phê,7263
19342,愛漂亮,愛媠,ài-suí,9484
19343,愛管閒事,家婆,ke-pô,5944
19344,愛慕,意愛,ì-ài,9489
19345,愛護,愛護,ài-hōo,53221
19346,感,感,kám,9457
19347,感化,感化,kám-huà,9461
19348,感受,感受,kám-siū,50127
19349,感官,感官,kám-kuan,53769
19350,感念,感念,kám-liām,53217
19351,感性,感性,kám-sìng,51878
19352,感冒,流鼻水,lâu phīnn-tsuí,5219
19353,感冒,寒著,kuânn--tio̍h,8337
19354,感冒,感冒,kám-mōo,9473
19355,感冒,感著,kám--tio̍h,9488
19356,感染,感染,kám-jiám/kám-liám,9475
19357,感恩,感恩,kám-un,9478
19358,感動,感心,kám-sim,9462
19359,感動,感動,kám-tōng,9480
19360,感情,情意,tsîng-ì,7290
19361,感情,感情,kám-tsîng,9482
19362,感慨,感慨,kám-khài,52055
19363,感傷,感傷,kám-siong,53770
19364,感想,感想,kám-sióng,9490
19365,感嘆,感嘆,kám-thàn,53218
19366,感激,感心,kám-sim,9462
19367,感激,感激,kám-kik,9496
19368,感激,感謝,kám-siā,9498
19369,感應,感應,kám-ìng,9497
19370,感謝,多謝,to-siā,2425
19371,感謝,感激,kám-kik,9496
19372,感謝,感謝,kám-siā,9498
19373,感覺,起毛,khí-moo,6713
19374,感覺,感覺,kám-kak,9500
19375,感覺,靈感,lîng-kám,13380
19376,感觸,感觸,kám-tshiok,53771
19377,慈天宮,慈天宮,Tsû-thian-kiong,39039
19378,慈善,慈善,tsû-siān,9483
19379,慈悲,慈悲,tsû-pi,9485
19380,慈愛,慈愛,tsû-ài,9491
19381,慈濟宮,慈濟宮,Tsû-tsè-kiong,39040
19382,慌張,生狂,tshenn-kông/tshinn-kông,1912
19383,慌張,兇狂,hiong-kông,2072
19384,慌張,衝碰,tshóng-pōng,11404
19385,慎重,慎重,sīn-tiōng,9476
19386,戥子,戥仔,tíng-á,9463
19387,損,損,sńg,9502
19388,損,損,sún,9503
19389,損失,了,liáu,50
19390,損失,損失,sún-sit,9532
19391,損失,虧損,khui-sńg,12398
19392,損害,破壞,phò-huāi,6442
19393,損害,損害,sún-hāi,9554
19394,損益,損益,sún-ik,51879
19395,損傷,損傷,sún-siong,9570
19396,損壞,拍歹,phah-pháinn,3996
19397,搏命,拚命,piànn-miā,4044
19398,搓,挼,juê/lê,6005
19399,搓,挲,so,7258
19400,搓,撋,nuá,11089
19401,搓,撚,lián,11094
19402,搓,甪,lut  ,12484
19403,搓揉,搙,jio̍k/lio̍k,9506
19404,搓揉,浞,tshio̍k,9513
19405,搓揉,黜,thut,12485
19406,搓湯圓,挲圓,so-înn,7288
19407,搓鹽,挲鹽,so-iâm,7310
19408,搔,抓,jiàu/liàu,3218
19409,搔背爬,抓耙仔,jiàu-pê-á/liàu-pê-á,3258
19410,搔癢,擽,ngiau,12518
19411,搖,搖,iô,9505
19412,搖,搟,hián,9509
19413,搖,𢲸,lōo,13513
19414,搖手,搖手,iô-tshiú,9530
19415,搖尾巴,搖尾,iô bué/iô bé,9536
19416,搖晃,漉,lo̍k,10636
19417,搖動,簸,puà,12841
19418,搖頭,搖頭,iô-thâu,9582
19419,搖櫓,搖櫓仔,iô-lóo-á,9590
19420,搖籃,搖笱,iô-kô,9565
19421,搖籃,搖籃,iô-nâ,9591
19422,搖籃曲,育囡仔歌,io-gín-á-kua,3373
19423,搗,舂,tsing,7808
19424,搗蛋,作孽,tsok-gia̍t,2955
19425,搜,搜,tshiau,9507
19426,搜身,搜身軀,tshiau sin-khu,9539
19427,搜救,搜救,soo-kiù,54488
19428,搜集,收集,siu-tsi̍p,2547
19429,搞,舞,bú,10815
19430,搞不好,毋拄好,m̄-tú-hó,974
19431,搞砸,開花,khui-hue,9201
19432,搞笑,激五仁,kik-ngóo-jîn/kik-ngóo-lîn,11776
19433,搞鬼,變空,pìnn-khang,13335
19434,搞鬼,變鬼,pìnn-kuí,13341
19435,搞鬼,變鬼變怪,pìnn-kuí-pìnn-kuài,13342
19436,搞壞,㾀,khiap,13496
19437,搥,捶,tuî,8370
19438,搧,搧,siàn,9516
19439,搧,擛,ia̍t,11687
19440,搧風,擛風,ia̍t-hong,11706
19441,搧動,弄狗相咬,lōng-káu-sio-kā,3182
19442,搬,搬,puann,9519
19443,搬弄,使弄,sái-lōng,3562
19444,搬弄是非,搬話,puann-uē,9572
19445,搬家,搬厝,puann-tshù,9551
19446,搬送,運,ūn,10179
19447,搬動,搬徙,puann-suá,9564
19448,搬移,搬徙,puann-suá,9564
19449,搬移,遷徙,tshian-suá,11535
19450,搬新家,入厝,ji̍p-tshù/li̍p-tshù,130
19451,搬運,車,tshia,3408
19452,搬運,搬運,puann-ūn,9573
19453,搭,搭,tah,9520
19454,搭伙,貼人食,thiap-lâng-tsia̍h,9073
19455,搭里霧,搭里霧,Tā-lí-buh,40200
19456,搭肩,幔,mua,10477
19457,搭架子,搭架,tah-kè,9546
19458,搭起架子,搭架,tah-kè,9546
19459,搭腔,紲喙,suà-tshuì,7786
19460,搶,搶,tshiúnn,9522
19461,搶手,食市,tsia̍h-tshī,5603
19462,搶市,食市,tsia̍h-tshī,5603
19463,搶劫,搶劫,tshiúnn-kiap,9535
19464,搶孤,搶孤,tshiúnn-koo,9541
19465,搶案,搶案,tshiúnn-àn,52256
19466,搶救,搶救,tshiúnn-kiù,54490
19467,搶眼,影目,iánn-ba̍k,11061
19468,搶第一,搢做前,tsìnn-tsò-tsîng/tsìnn-tsuè-tsîng,9560
19469,搶話,僭話,tsiàm-uē,10433
19470,搶奪,劫,kiap,2966
19471,搶奪,強搶,kiông-tshiúnn,7242
19472,搶奪,搶奪,tshiúnn-tua̍t,52524
19473,敬,敬,kìng,9524
19474,敬佩,佩服,puē-ho̍k,3567
19475,敬佩,敬佩,kìng-puē,52257
19476,敬重,尊重,tsun-tiōng,8334
19477,敬重,尊敬,tsun-kìng,8340
19478,敬重,敬重,kìng-tiōng,9547
19479,敬茶,奉茶,hōng-tê,3804
19480,敬酒,敬酒,kìng-tsiú,9557
19481,敬陪末座,吊車尾,tiàu-tshia-bué/tiàu-tshia-bé,2186
19482,敬意,敬意,kìng-ì,52056
19483,斟,斟,thîn,9525
19484,斟酒,斟酒,thîn tsiú,9559
19485,新,新,sin,9526
19486,新人,新人,sin-lâng,9527
19487,新人,新進,sin-tsìn,9569
19488,新上市,頭水,thâu-tsuí,12076
19489,新公園,新公園,Sin-kong-hn̂g,33042
19490,新化鎮,新化區,Sin-huà-khu,35237
19491,新手,菜鳥仔,tshài-tsiáu-á,8987
19492,新北市,新北市,Sin-pak-tshī,35026
19493,新北投,新北投,Sin-pak-tâu,36067
19494,新市,新市,Sin-tshī,34060
19495,新市鄉,新市區,Sin-tshī-khu,35239
19496,新生,新生,sin-sing,53222
19497,新任,新任,sin-jīm/sin-līm,54491
19498,新年,新正,sin-tsiann,9533
19499,新年,新年,sin-nî,9534
19500,新式,新式,sin-sik,54492
19501,新竹市,新竹市,Sin-tik-tshī,35359
19502,新竹縣,新竹縣,Sin-tik-kuān,35083
19503,新肉,吐肉箭,thóo-bah-tsìnn,2178
19504,新奇,新奇,sin-kî,9540
19505,新居落成,入厝,ji̍p-tshù/li̍p-tshù,130
19506,新店,新店,Sin-tiàm,36041
19507,新店市,新店區,Sin-tiàm-khu,35032
19508,新店市公所,新店區公所,Sin-tiàm Khu-kong-sóo,36040
19509,新店溪,新店溪,Sin-tiàm-khe,38009
19510,新房,新娘房,sin-niû-pâng,9553
19511,新知,新知,sin-ti,52824
19512,新社鄉,新社區,Sin-siā-khu,35127
19513,新型,新型,sin-hîng,53772
19514,新城,新城,Sin-siânn,34153
19515,新城鄉,新城鄉,Sin-siânn-hiong,35334
19516,新屋鄉,新屋鄉,Sin-ok-hiong,35080
19517,新春,開正,khui-tsiann,9194
19518,新春,新春,sin-tshun,9545
19519,新郎,新郎,sin-lông,9548
19520,新厝仔,新厝仔,Sin-tshù-á,40201
19521,新厝莊,新厝莊,Sin-tshù-tsng,40202
19522,新埔鎮,新埔鎮,Sin-poo-tìn,35086
19523,新娘,新娘,sin-niû,9552
19524,新娘子,新娘,sin-niû,9552
19525,新馬,新馬,Sin-má,34141
19526,新埤鄉,新埤鄉,Sin-pi-hiong,35294
19527,新埤頭,新埤頭,Sin-pi-thâu,40203
19528,新婚,新婚,sin-hun,9561
19529,新婦,新婦,sin-pū,9562
19530,新莊市,新莊區,Sin-tsng-khu,35031
19531,新貨,貨頭,huè-thâu/hè-thâu,8015
19532,新陳代謝,新陳代謝,sin-tîn-tāi-siā,52525
19533,新款,新款,sin-khuán,9567
19534,新港鄉,新港鄉,Sin-káng-hiong,35207
19535,新進,新進,sin-tsìn,9569
19536,新園鄉,新園鄉,Sin-hn̂g-hiong,35296
19537,新聞,新聞,sin-bûn,9577
19538,新增,新增,sin-tsing,54493
19539,新樣式,新款,sin-khuán,9567
19540,新曆,新曆,sin-li̍k,9579
19541,新興,新興,sin-hing,9580
19542,新興區,新興區,Sin-hing-khu,35020
19543,新營,新營,Sin-iânn,34054
19544,新營市,新營區,Sin-iânn-khu,35220
19545,新鮮,新鮮,sin-sian,9588
19546,新鮮,鮮沢,tshinn-tshioh,12481
19547,新舊,新舊,sin-kū,53773
19548,新豐,新豐,Sin-hong,34016
19549,新豐鄉,新豐鄉,Sin-hong-hiong,35089
19550,暈,昏,hūn,4199
19551,暈,楞,gông,9601
19552,暈車,眩車,hîn-tshia,6413
19553,暈倒,昏倒,hūn--tó,4241
19554,暈船,眩船,hîn-tsûn,6428
19555,暈開,𪐞,tòo,13574
19556,暖水袋,水龜,tsuí-ku,1185
19557,暖和,溫暖,un-luán,9696
19558,暖和,燒烙,sio-lō,11826
19559,暖暖,暖暖,Luán-luán,34119
19560,暖暖區,暖暖區,Luán-luán-khu,35354
19561,暗,暗,àm,9594
19562,暗中,暗中,àm-tiong,9606
19563,暗示,暗示,àm-sī,9613
19564,暗地裡,私下,su-hā,3362
19565,暗色,暗色,àm-sik,9618
19566,暗夜,月暗暝,gue̍h-àm-mê/ge̍h-àm-mî,1107
19567,暗房,暗房,àm-pâng,51326
19568,暗紅色,烏𪐞紅,oo-tòo-âng,6252
19569,暗紅色,豬肝色,ti-kuann-sik/tu-kuann-sik,11454
19570,暗計,暗行,àm-hīng,9619
19571,暗殺,暗殺,àm-sat,9637
19572,暗淡,暗淡,àm-tām,9638
19573,暗袋,暗袋仔,àm-tē-á,9640
19574,暗訪,暗訪,àm-hóng,9639
19575,暗渠,涵空,âm-khang,7511
19576,暗溝,涵溝,âm-kau,7526
19577,暗號,暗號,àm-hō,9647
19578,暗裡,私下,su-hā,3362
19579,暗算,創空,tshòng-khang,8227
19580,會,會,ē,9595
19581,會,會,huē,9596
19582,會,會曉,ē-hiáu,9656
19583,會,𠢕,gâu,13506
19584,會合,集合,tsi̍p-ha̍p,9263
19585,會合,會合,huē-ha̍p,9616
19586,會同,會同,huē-tông,9617
19587,會車,相閃車,sio-siám-tshia,5287
19588,會社,會社,huē-siā,9623
19589,會長,會長,huē-tiúnn,51240
19590,會計,會計,kuè-kè,9626
19591,會面,見面,kìnn-bīn,3459
19592,會面,相見,sio-kìnn,5259
19593,會面,面會,biān-huē,5667
19594,會首,會頭,huē-thâu/hē-thâu,9657
19595,會員,會員,huē-uân,50303
19596,會勘,會勘,huē-kham,51432
19597,會務,會務,huē-bū,53223
19598,會商,會商,huē-siong,53774
19599,會堂,禮堂,lé-tn̂g,12570
19600,會得,會得,ē-tit,9635
19601,會報,會報,huē-pò,54494
19602,會場,會場,huē-tiûnn,9641
19603,會期,會期,huē-kî,51241
19604,會談,會談,huē-tâm,52057
19605,會頭,會頭,huē-thâu/hē-thâu,9657
19606,會館,會館,huē-kuán,9658
19607,會議,會議,huē-gī,9661
19608,椰,椰,iâ,9597
19609,椰子,椰子,iâ-tsí,9605
19610,椰子蟹,八卦,pat-kuà,113
19611,椰胡,殼仔絃,khak-á-hiân,8554
19612,楊英風美術館,楊英風美術館,Iûnn Ing-hong Bí-su̍t-kuán,33043
19613,楊桃,楊桃,iûnn-tô,9629
19614,楊梅,楊梅,Iûnn-muî,34013
19615,楊梅鎮,楊梅鎮,Iûnn-muî-tìn,35073
19616,楊梅壢,楊梅壢,Iûnn-muî-li̍k,40209
19617,楓香,楓,png,9598
19618,楓香,楓仔,png-á,9609
19619,楓香,楓仔樹,png-á-tshiū,9612
19620,楓樹,楓,png,9598
19621,楓樹,楓仔,png-á,9609
19622,楓樹,楓仔樹,png-á-tshiū,9612
19623,楔,櫼,tsinn,13122
19624,楚,楚,Tshóo,41210
19625,楠,楠,lâm,9602
19626,楠,楠仔,lâm-á,9610
19627,楠木,楠仔,lâm-á,9610
19628,楠仔坑,楠仔坑,Lâm-á-khenn,40208
19629,楠西鄉,楠西區,Lâm-se-khu,35243
19630,楠梓,楠梓,Lâm-tsú,34069
19631,楠梓加工區,楠梓加工區,Lâm-tsú Ka-kang-khu,36099
19632,楠梓區,楠梓區,Lâm-tsú-khu,35018
19633,楦,楦,hùn,9603
19634,業,業,gia̍p,9604
19635,業主,業主,gia̍p-tsú,53775
19636,業者,業者,gia̍p-tsiá,50022
19637,業界,業界,gia̍p-kài,50268
19638,業務,業務,gia̍p-bū,9633
19639,業務員,業務員,gia̍p-bū-uân,9634
19640,業餘,業餘,gia̍p-û,51166
19641,業績,業績,gia̍p-tsik,50175
19642,極力,極力,ki̍k-li̍k,51433
19643,極冷,大寒,tuā-kuânn,449
19644,極度,極度,ki̍k-tōo,51720
19645,極限,盡磅,tsīn-pōng,10711
19646,極涼,透心涼,thàu-sim-liâng,7941
19647,極端,極端,ki̍k-tuan,9703
19648,楷模,模範,bôo-huān,11213
19649,楷模,楷模,khái-bôo,52526
19650,概尺,概尺,kài-tshioh,9674
19651,概念,概念,kài-liām,50367
19652,概況,概況,kài-hóng,51167
19653,概論,概論,kài-lūn,9706
19654,榔頭,摃槌仔,kòng-thuî-á,9576
19655,榔頭,鐵槌,thih-thuî,13192
19656,歆羨,欣羨,him-siān,4312
19657,歇,歇,hioh,9663
19658,歇後語,孽譎仔話,gia̍t-khiat-á-uē,12997
19659,歇息,喘氣,tshuán-khuì,8236
19660,歇息,歇睏,hioh-khùn,9694
19661,歇宿,歇暗,hioh-àm,9695
19662,歇宿,歇暝,hioh-mê/hioh-mî,9702
19663,歇腳,停跤,thîng-kha,7010
19664,歲,歲,huè/hè,9664
19665,歲,歲,suè,9665
19666,歲月,歲月,suè-gua̍t,50944
19667,歲末,年尾,nî-bué/nî-bé,2335
19668,歲數,歲頭,huè-thâu/hè-thâu,9707
19669,殿後,押後,ah-āu,4067
19670,毀,毀,huí,9666
19671,毀滅,毀滅,huí-bia̍t,51880
19672,毀壞,拍歹,phah-pháinn,3996
19673,毀壞,破,phò,6400
19674,毀壞,破壞,phò-huāi,6442
19675,毽子,毽子,kiàn-tsí,53224
19676,源自,源自,guân-tsū,52527
19677,源泉,源泉,Guân-tsuânn,34220
19678,源頭,源頭,guân-thâu,52058
19679,準,準,tsún,9667
19680,準則,準則,tsún-tsik,52059
19681,準時,準時,tsún-sî,9687
19682,準備,準備,tsún-pī,9691
19683,準備,攢,tshuân,13228
19684,準備嫁粧,蓄嫁粧,hak-kè-tsng,10830
19685,準確,準確,tsún-khak,52060
19686,溜,旋,suan,7455
19687,溜,跙,tshū,9129
19688,溜,溜,liu,9668
19689,溜走,脫走,thuat-tsáu,7820
19690,溜滑,滑溜溜,ku̍t-liu-liu,9740
19691,溝,溝,kau,9669
19692,溝通,通,thong,7926
19693,溝通,溝通,koo-thong,50208
19694,溝澗,溪溝,khe-kau/khue-kau,9698
19695,溢,溢,ik,9671
19696,溢,霧,bū,12938
19697,溢奶,溢奶,ik-ling/ik-ni,9680
19698,溪,溪,khe/khue,9672
19699,溪,溪仔,khe-á/khue-á,9677
19700,溪口,溪口,Khe-kháu,34161
19701,溪口鄉,溪口鄉,Khe-kháu-hiong,35206
19702,溪水,溪水,khe-tsuí/khue-tsuí,53776
19703,溪州,溪州,Khe-tsiu,40210
19704,溪州鄉,溪州鄉,Khe-tsiu-hiong,35164
19705,溪流,溪流,khe-lâu/khue-lâu,53777
19706,溪哥,溪哥仔,khe-ko-á/khue-ko-á,9685
19707,溪畔,溪仔墘,khe-á-kînn/khue-á-kînn,9678
19708,溪湖鎮,溪湖鎮,Khe-ôo-tìn,35149
19709,溪澗,溪溝,khe-kau/khue-kau,9698
19710,溪頭,溪頭,Khe-thâu/Khue-thâu,54495
19711,溪邊平坦沙地,沙埔,sua-poo,3324
19712,溪灘,溪埔,khe-poo/khue-poo,9686
19713,溫,拉圇仔燒,la-lun-á-sio,4101
19714,溫,圇,lun,7094
19715,溫和,溫馴,un-sûn,9700
19716,溫和,溫和,un-hô,50675
19717,溫度,溫度,un-tōo,50676
19718,溫度低,冷,líng,2887
19719,溫柔,溫柔,un-jiû/un-liû,9683
19720,溫泉,溫泉,un-tsuânn,9684
19721,溫泉,磺水,hông-tsuí,12271
19722,溫泉水,磺水,hông-tsuí,12271
19723,溫習,復習,ho̍k-si̍p,8357
19724,溫習,溫習,un-si̍p,9690
19725,溫習,餾,liū,12781
19726,溫湯,溫泉,un-tsuânn,9684
19727,溫順,溫馴,un-sûn,9700
19728,溫暖,溫暖,un-luán,9696
19729,溫暖,燒烙,sio-lō,11826
19730,溫暖,燒熱,sio-jua̍h/sio-lua̍h,11837
19731,溫馴,溫馴,un-sûn,9700
19732,溶,溶,iûnn,9711
19733,溶解,溶,iûnn,9711
19734,溺死,淹死,im--sí,7554
19735,溺愛,倖,sīng,5727
19736,溺愛,寵倖,thíng-sīng,12819
19737,溼,澹,tâm,11772
19738,溼地,溼地,sip-tē/sip-tuē,53314
19739,溼度,溼度,sip-tōo,53872
19740,溼氣,水氣,tsuí-khì,1039
19741,溼疹,爛癬,nuā-sián,13147
19742,溼疹,溼疹,sip-tsín,52578
19743,溼淋淋,澹漉漉,tâm-lok-lok,11797
19744,溼淋淋,澹糊糊,tâm-kôo-kôo,11798
19745,溼答答,澹漉漉,tâm-lok-lok,11797
19746,溼答答,澹糊糊,tâm-kôo-kôo,11798
19747,溼漉漉,澹漉漉,tâm-lok-lok,11797
19748,溼潤,溼溼,sip-sip,12257
19749,溼潤的,溡,tshî,9670
19750,滄桑,滄桑,tshong-song,53225
19751,滅,滅,bia̍t,9712
19752,滅,熄,sit,10647
19753,滅亡,滅亡,bia̍t-bông,9725
19754,滅火,救火,kiù-hué/kiù-hé,7350
19755,滑,跙,tshū,9129
19756,滑,滑,ku̍t,9714
19757,滑,趨,tshu,12406
19758,滑一跤,跙一倒,tshū tsi̍t tó,9132
19759,滑倒,跙倒,tshū-tó,9149
19760,滑倒,滑倒,ku̍t--tó,9733
19761,滑溜溜,滑溜溜,ku̍t-liu-liu,9740
19762,滑鼠,滑鼠,ku̍t-tshí/ku̍t-tshú,50677
19763,滑稽,五仁,ngóo-jîn/ngóo-lîn,609
19764,滑稽,各馝,kok-pih,2252
19765,煉樟腦,激腦,kik-ló,11796
19766,煎,煎,tsian,9717
19767,煎,煎,tsuann,9718
19768,煎茶,煎茶,tsuann-tê,9736
19769,煎餅,煎餅,tsian-piánn,54496
19770,煎藥,煎藥仔,tsuann-io̍h-á,9745
19771,煙,煙,ian,9720
19772,煙火,煙火,ian-hué/ian-hé,9727
19773,煙囪,煙筒,ian-tâng,9738
19774,煙花女子,豆菜底的,tāu-tshài-té--ê/tāu-tshài-tué--ê,3487
19775,煙垢,煙黗,ian-thûn,9743
19776,煙垢,黗,thûn,12124
19777,煙鬼,鴉片仙,a-phiàn-sian,11607
19778,煙蒂,薰頭,hun-thâu,12617
19779,煙塵,火薰,hué-hun/hé-hun,1299
19780,煙霧,煙霧,ian-bū,53778
19781,煞,煞,sannh,9722
19782,煞到,煞,suah,9721
19783,煤油,臭油,tshàu-iû,6590
19784,煤油,番仔油,huan-á-iû,8727
19785,煤炭,塗炭,thôo-thuànn,9412
19786,煤渣,炭屎,thuànn-sái,5206
19787,煤礦,炭礦,thuànn-khòng,5230
19788,照,炤,tshiō,5186
19789,照,照,tsiò,9747
19790,照片,相片,siòng-phìnn,5250
19791,照抄,翻版,huan-pán,12597
19792,照明,照明,tsiò-bîng,51004
19793,照相,翕,hip,8922
19794,照相機,翕相機,hip-siòng-ki,8940
19795,照相館,翕相館,hip-siòng-kuán,8941
19796,照射,照射,tsiò-siā,52258
19797,照料,服侍,ho̍k-sāi,4232
19798,照料,照顧,tsiàu-kòo,9762
19799,照常,照常,tsiàu-siông,9756
19800,照實,照實,tsiàu-si̍t,9758
19801,照說,照講,tsiàu-kóng,9760
19802,照樣,照樣,tsiàu-iūnn,53779
19803,照辦,照辦,tsiàu-pān,9759
19804,照舊,原在,guân-tsāi,5836
19805,照額度,按額,àn-gia̍h,5074
19806,照鏡子,照鏡,tsiò-kiànn,9761
19807,照護,照護,tsiàu-hōo,53226
19808,照顧,保護,pó-hōo,4783
19809,照顧,看顧,khuànn-kòo,5380
19810,照顧,照顧,tsiàu-kòo,9762
19811,照顧,𤆬,tshuā,13546
19812,煨,煨,ue,9748
19813,煩,惱氣,lóo-khì,8406
19814,煩,煩,huân,9749
19815,煩,齪,tsak,13290
19816,煩,𤺪,siān,13606
19817,煩心,慒心,tso-sim,10538
19818,煩心,煩心,huân-sim,54497
19819,煩悶,慒,tso,10529
19820,煩惱,煩惱,huân-ló,9757
19821,煩惱,激心,kik-sim,11777
19822,煩躁,齪,tsak,13290
19823,煩躁,齷齪,ak-tsak,13408
19824,爺,爺,iâ,9750
19825,爺爺,阿公,a-kong,4524
19826,獅,獅,sai,9751
19827,獅子鄉,獅子鄉,Sai-á-hiong,35311
19828,獅子鼻,獅仔鼻,sai-á-phīnn,9752
19829,獅甲,獅甲,Sai-kah,36087
19830,獅鼻,獅仔鼻,sai-á-phīnn,9752
19831,獅潭鄉,獅潭鄉,Sai-thâm-hiong,35114
19832,獅頭山,獅頭山,Sai-thâu-suann,32043
19833,瑕疵,百百空,pah-pah-khang,2668
19834,瑞北,瑞北,Suī-pak,34168
19835,瑞和,瑞和,Suī-hô,34180
19836,瑞芳,瑞芳,Suī-hong,34121
19837,瑞芳鎮,瑞芳區,Suī-hong-khu,35038
19838,瑞源,瑞源,Suī-guân,34181
19839,瑞穗,瑞穗,Suī-suī,34169
19840,瑞穗鄉,瑞穗鄉,Suī-suī-hiong,35339
19841,瑯嶠,瑯嶠,Lông-kiau,40211
19842,當,當,tng,9763
19843,當,當,tǹg,9764
19844,當下,現,hiān,7601
19845,當中,當中,tang-tiong,50506
19846,當今,當今,tong-kim,52259
19847,當日,當日,tong-ji̍t/tong-li̍t,54498
19848,當代,當代,tong-tāi,50392
19849,當令,正著時,tsiànn-tio̍h-sî,1791
19850,當市,食市,tsia̍h-tshī,5603
19851,當先,做頭,tsò-thâu/tsuè-thâu,7020
19852,當地,在地,tsāi-tē/tsāi-tuē,2172
19853,當地,當地,tong-tē/tong-tuē,9773
19854,當成,準做,tsún-tsò/tsún-tsuè,9688
19855,當作店面,做店面,tsò tiàm-bīn/tsuè tiàm-bīn,6983
19856,當局,當局,tong-kio̍k,50792
19857,當事人,事主,sū-tsú,3549
19858,當事人,當事人,tong-sū-jîn/tong-sū-lîn,9775
19859,當初,當初,tong-tshoo,9776
19860,當季,著時,tio̍h-sî,9035
19861,當店面,做店面,tsò tiàm-bīn/tsuè tiàm-bīn,6983
19862,當前,面前,bīn-tsîng,5623
19863,當前,眼前,gán-tsiân,7684
19864,當前,當前,tong-tsiân,51327
19865,當紅,當紅,tng-âng,53780
19866,當面,當面,tng-bīn,9781
19867,當面,當頭對面,tng-thâu-tuì-bīn,9797
19868,當值,當值,tong-ti̍t,9782
19869,當時,彼時,hit-sî,3927
19870,當時,當時,tong-sî,9786
19871,當鬼,做鬼,tsò-kuí/tsuè-kuí,6995
19872,當做,掠做,lia̍h-tsò/lia̍h-tsuè,7395
19873,當做,準做,tsún-tsò/tsún-tsuè,9688
19874,當做,當做,tòng-tsò/tòng-tsuè,9788
19875,當票,當票,tǹg-phiò,9790
19876,當票子,當票,tǹg-phiò,9790
19877,當場,當場,tong-tiûnn,9791
19878,當然,當然,tong-jiân/tong-liân,9793
19879,當鋪,當店,tǹg-tiàm,9777
19880,當選,當選,tòng-suán,9795
19881,當歸,當歸,tong-kui,9798
19882,當壞人,做臭人,tsò-tshàu-lâng/tsuè-tshàu-lâng,6993
19883,痰,痰,thâm,9765
19884,痰,痰瀾,thâm-nuā,9799
19885,痰盂,痰壺,thâm-ôo,9792
19886,痰盂,痰罐,thâm-kuàn,9800
19887,痱子,痱仔,puì-á,9771
19888,痱子粉,痱仔粉,puì-á-hún,9772
19889,痲,痲,muâ,9766
19890,痲疹,出癖,tshut-phia̍h,1632
19891,痲疹,癖,phia̍h,12555
19892,痲瘋,痲,muâ,9766
19893,痲瘋,癩,thái-ko,13127
19894,痴呆,孝呆,hàu-tai,3097
19895,痴呆,悾闇,khong-am,7305
19896,痴肥,大箍呆,tuā-khoo-tai,506
19897,痴情,痴情,tshi-tsîng,9789
19898,瘀血,烏青,oo-tshenn/oo-tshinn,6287
